,title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,Date,Year,Month,Day,Hour
235,"M 6.6 - 5 km ESE of Preci, Italy",6.6,30-10-2016 06:40,9,8,red,0,2840,us,0,0.174,25.0,mww,8.0,42.8621,13.0961,"Preci, Italy",Europe,Italy,2016-10-30,2016,10,30,6
236,"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,19-10-2016 00:26,3,3,green,0,677,us,0,2.022,16.0,mww,614.0,-4.8626,108.163,"Pamanukan, Indonesia",,Indonesia,2016-10-19,2016,10,19,0
237,"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,17-10-2016 06:14,3,6,green,1,716,us,0,3.727,11.0,mww,42.0,-6.0033,148.887,"Kandrian, Papua New Guinea",,Papua New Guinea,2016-10-17,2016,10,17,6
238,M 6.9 - Fiji region,6.9,24-09-2016 21:28,2,3,green,1,733,us,0,4.051,9.0,mww,596.4,-19.7819,-178.244,Fiji region,,Fiji,2016-09-24,2016,9,24,21
239,"M 7.0 - 175 km NE of Gisborne, New Zealand",7.0,01-09-2016 16:37,5,6,green,1,897,us,0,0.698,21.0,mww,19.0,-37.3586,179.146,"Gisborne, New Zealand",, New Zealand,2016-01-09,2016,1,9,16
240,"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,31-08-2016 03:11,4,3,green,1,713,us,0,0.803,12.0,mww,476.0,-3.6849,152.792,"Rabaul, Papua New Guinea",,Papua New Guinea,2016-08-31,2016,8,31,3
241,"M 6.8 - 26 km W of Chauk, Myanmar",6.8,24-08-2016 10:34,6,6,yellow,0,981,us,0,1.802,17.0,mww,82.0,20.9228,94.569,"Chauk, Myanmar",Asia,Myanmar,2016-08-24,2016,8,24,10
242,M 7.2 - southeast of the Loyalty Islands,7.2,12-08-2016 01:26,6,5,green,1,799,us,0,4.823,14.0,mww,16.37,-22.4765,173.117,the Loyalty Islands,,,2016-12-08,2016,12,8,1
243,"M 7.7 - Pagan region, Northern Mariana Islands",7.7,29-07-2016 21:18,5,6,green,1,971,us,0,3.294,14.0,mww,196.0,18.5429,145.507,"Pagan region, Northern Mariana Islands",, Northern Mariana Islands,2016-07-29,2016,7,29,21
244,"M 6.6 - 80 km W of Sungai Penuh, Indonesia",6.6,01-06-2016 22:56,4,6,green,0,671,us,0,2.435,16.0,mww,50.0,-2.0967,100.665,"Sungai Penuh, Indonesia",,Indonesia,2016-01-06,2016,1,6,22
245,M 7.2 - South Sandwich Islands region,7.2,28-05-2016 09:46,1,6,green,1,798,us,0,5.803,24.0,mww,78.0,-56.2409,-26.9353,South Sandwich Islands region,,,2016-05-28,2016,5,28,9
246,M 6.9 - ,6.9,28-05-2016 05:38,3,3,green,1,733,us,0,5.485,19.0,mww,405.69,-21.9724,-178.204,,,,2016-05-28,2016,5,28,5
247,"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,18-05-2016 16:46,8,7,green,1,780,us,0,1.192,17.0,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",South America,Ecuador,2016-05-18,2016,5,18,16
248,"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,18-05-2016 07:57,5,7,green,1,744,us,0,1.352,21.0,mww,16.0,0.4261,-79.7899,"Muisne, Ecuador",South America,Ecuador,2016-05-18,2016,5,18,7
249,"M 7.0 - 3 km NW of Norsup, Vanuatu",7.0,28-04-2016 19:33,7,7,green,1,755,us,0,0.616,14.0,mww,24.0,-16.0429,167.379,"Norsup, Vanuatu",,Vanuatu,2016-04-28,2016,4,28,19
250,"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,16-04-2016 23:58,9,9,orange,1,1163,us,0,1.44,15.0,mww,20.59,0.3819,-79.9218,"Muisne, Ecuador",South America,Ecuador,2016-04-16,2016,4,16,23
251,"M 7.0 - 6 km ESE of Kumamoto, Japan",7.0,15-04-2016 16:25,9,9,red,1,2074,us,0,0.349,32.0,mww,10.0,32.7906,130.754,"Kumamoto, Japan",Asia,Japan,2016-04-15,2016,4,15,16
252,"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,13-04-2016 13:55,6,6,yellow,0,903,us,0,3.001,14.0,mww,136.0,23.0944,94.8654,"Mawlaik, Myanmar",Asia,Myanmar,2016-04-13,2016,4,13,13
253,"M 6.6 - 42 km WSW of Ashk?sham, Afghanistan",6.6,10-04-2016 10:28,6,4,green,0,738,us,0,0.789,17.0,mww,212.0,36.4725,71.1311,"Ashk?sham, Afghanistan",Asia,Afghanistan,2016-10-04,2016,10,4,10
254,"M 6.7 - 104 km W of Sola, Vanuatu",6.7,07-04-2016 03:32,7,5,green,1,692,us,0,6.787,25.0,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",,Vanuatu,2016-07-04,2016,7,4,3
255,"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,06-04-2016 06:58,7,6,green,1,691,us,0,6.697,19.0,mww,24.0,-14.0683,166.624,"Sola, Vanuatu",,Vanuatu,2016-06-04,2016,6,4,6
256,"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,03-04-2016 08:23,7,6,green,1,734,us,0,1.166,25.0,mww,26.0,-14.3235,166.855,"Port-Olry, Vanuatu",,Vanuatu,2016-03-04,2016,3,4,8
257,"M 7.8 - southwest of Sumatra, Indonesia",7.8,02-03-2016 12:49,4,3,green,0,948,us,0,7.009,20.0,mww,24.0,-4.9521,94.3299,"Sumatra, Indonesia",, Indonesia,2016-02-03,2016,2,3,12
258,"M 7.2 - 80 km S of Mil’kovo, Russia",7.2,30-01-2016 03:25,3,7,green,1,799,us,0,0.958,17.0,mww,177.0,53.9776,158.546,"Mil’kovo, Russia",Asia,Russia,2016-01-30,2016,1,30,3
259,"M 7.1 - 47 km ESE of Pedro Bay, Alaska",7.1,24-01-2016 10:30,7,7,green,1,1496,ak,0,0.0,0.0,mw,125.6,59.6204,-153.339,"Pedro Bay, Alaska",North America,United States of America,2016-01-24,2016,1,24,10
260,"M 6.6 - 203 km SW of La Cruz de Loreto, Mexico",6.6,21-01-2016 18:06,3,4,green,1,673,us,0,2.413,74.0,mww,10.0,18.8239,-106.934,"La Cruz de Loreto, Mexico",, Mexico,2016-01-21,2016,1,21,18
261,"M 6.7 - 52 km SE of Shizunai-furukawach?, Japan",6.7,14-01-2016 03:25,5,6,green,1,717,us,0,0.281,22.0,mww,46.0,41.9723,142.781,"Shizunai-furukawach?, Japan",Asia,Japan,2016-01-14,2016,1,14,3
262,"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,11-01-2016 16:38,3,6,green,1,651,us,0,3.144,22.0,mww,13.0,3.8965,126.862,"Sarangani, Philippines",,Indonesia,2016-11-01,2016,11,1,16
263,"M 6.7 - 29 km W of Imph?l, India",6.7,03-01-2016 23:05,8,7,orange,0,1515,us,0,1.794,16.0,mww,55.0,24.8036,93.6505,"Imph?l, India",Asia,India,2016-03-01,2016,3,1,23
264,"M 6.6 - 4 km W of Manuel Ávila Camacho (Ponte Duro), Mexico",6.6,17-12-2015 19:49,8,6,green,1,765,us,0,0.41,35.0,mww,85.0,15.8015,-93.633,"Manuel Ávila Camacho (Ponte Duro), Mexico",,Mexico,2015-12-17,2015,12,17,19
265,"M 6.9 - 107 km SE of Amahai, Indonesia",6.9,09-12-2015 10:21,8,5,green,0,738,us,0,2.979,14.0,mww,21.0,-4.1064,129.508,"Amahai, Indonesia",,Indonesia,2015-09-12,2015,9,12,10
266,"M 7.2 - 104 km W of Murghob, Tajikistan",7.2,07-12-2015 07:50,4,7,green,0,827,us,0,1.116,18.0,mww,22.0,38.2107,72.7797,"Murghob, Tajikistan",Asia,Tajikistan,2015-07-12,2015,7,12,7
267,"M 6.7 - 125 km SSW of Tarauacá, Brazil",6.7,26-11-2015 05:45,2,3,green,0,691,us,0,2.033,19.0,mww,602.75,-9.1825,-71.2574,"Tarauacá, Brazil",South America,Brazil,2015-11-26,2015,11,26,5
268,"M 7.6 - 185 km WNW of Iñapari, Peru",7.6,24-11-2015 22:50,5,4,green,0,896,us,0,2.852,10.0,mww,620.56,-10.0598,-71.0184,"Iñapari, Peru",South America,Peru,2015-11-24,2015,11,24,22
269,"M 7.6 - 155 km WNW of Iñapari, Peru",7.6,24-11-2015 22:45,6,5,green,1,957,us,0,3.287,10.0,mww,606.21,-10.5372,-70.9437,"Iñapari, Peru",South America,Peru,2015-11-24,2015,11,24,22
270,"M 6.8 - 153 km WSW of Buala, Solomon Islands",6.8,18-11-2015 18:31,5,6,green,1,715,us,0,1.599,19.0,mww,12.59,-8.8994,158.422,"Buala, Solomon Islands",,Solomon Islands,2015-11-18,2015,11,18,18
271,"M 6.5 - 19 km SSW of Lefkáda, Greece",6.5,17-11-2015 07:10,7,7,orange,0,1018,us,0,0.0,0.0,mww,11.0,38.67,20.6,"Lefkáda, Greece",Europe,Greece,2015-11-17,2015,11,17,7
272,"M 6.7 - 140 km WSW of Makurazaki, Japan",6.7,13-11-2015 20:51,5,4,green,0,702,us,0,1.444,17.0,mww,12.0,31.0009,128.873,"Makurazaki, Japan",, Japan,2015-11-13,2015,11,13,20
273,"M 6.9 - 85 km NW of Coquimbo, Chile",6.9,11-11-2015 02:46,5,6,green,0,744,us,0,0.821,43.0,mww,10.0,-29.5097,-72.0585,"Coquimbo, Chile",, Chile,2015-11-11,2015,11,11,2
274,"M 6.9 - 81 km NW of Coquimbo, Chile",6.9,11-11-2015 01:54,6,6,green,1,761,us,0,0.784,32.0,mww,12.0,-29.5067,-72.0068,"Coquimbo, Chile",, Chile,2015-11-11,2015,11,11,1
275,"M 6.6 - Nicobar Islands, India region",6.6,08-11-2015 16:47,7,4,green,0,675,us,0,2.792,31.0,mww,10.0,6.8431,94.648,"Nicobar Islands, India region",, India region,2015-08-11,2015,8,11,16
276,"M 6.8 - 39 km SW of Ovalle, Chile",6.8,07-11-2015 07:31,7,7,green,1,841,us,0,0.258,41.0,mww,46.0,-30.8796,-71.4519,"Ovalle, Chile",South America,Chile,2015-07-11,2015,7,11,7
277,"M 6.5 - 47 km NW of Maubara, Timor Leste",6.5,04-11-2015 03:44,5,7,green,0,657,us,0,1.53,21.0,mww,20.0,-8.3381,124.875,"Maubara, Timor Leste",,Indonesia,2015-04-11,2015,4,11,3
278,"M 7.5 - Hindu Kush region, Afghanistan",7.5,26-10-2015 09:09,8,7,orange,0,1448,us,0,0.622,18.0,mww,231.0,36.5244,70.3676,"Hindu Kush region, Afghanistan",Asia,Afghanistan,2015-10-26,2015,10,26,9
279,"M 7.1 - 31 km NE of Port-Olry, Vanuatu",7.1,20-10-2015 21:52,6,6,green,1,780,us,0,0.592,11.0,mww,135.0,-14.8595,167.303,"Port-Olry, Vanuatu",,Vanuatu,2015-10-20,2015,10,20,21
280,"M 6.6 - 28 km N of Sorong, Indonesia",6.6,24-09-2015 15:53,7,7,green,0,671,us,0,2.486,13.0,mww,18.0,-0.6212,131.262,"Sorong, Indonesia",,Indonesia,2015-09-24,2015,9,24,15
281,"M 6.6 - 22 km WSW of Illapel, Chile",6.6,21-09-2015 17:40,5,7,green,1,820,us,0,1.064,14.0,mww,35.0,-31.7275,-71.3792,"Illapel, Chile",South America,Chile,2015-09-21,2015,9,21,17
282,"M 6.7 - 61 km WNW of Illapel, Chile",6.7,17-09-2015 04:10,5,7,green,0,718,us,0,0.853,35.0,mww,23.0,-31.5173,-71.804,"Illapel, Chile",,Chile,2015-09-17,2015,9,17,4
283,"M 6.5 - 54 km WNW of Illapel, Chile",6.5,17-09-2015 03:55,6,7,green,0,657,us,0,0.749,62.0,mww,27.0,-31.4244,-71.6876,"Illapel, Chile",,Chile,2015-09-17,2015,9,17,3
284,"M 7.0 - 25 km WNW of Illapel, Chile",7.0,16-09-2015 23:18,8,7,green,0,799,us,0,0.903,13.0,mww,28.41,-31.5622,-71.4262,"Illapel, Chile",South America,Chile,2015-09-16,2015,9,16,23
285,"M 8.3 - 48 km W of Illapel, Chile",8.3,16-09-2015 22:54,9,8,orange,1,1960,us,0,0.684,19.0,mww,22.44,-31.5729,-71.6744,"Illapel, Chile",,Chile,2015-09-16,2015,9,16,22
286,"M 6.7 - 95 km SW of Topolobampo, Mexico",6.7,13-09-2015 08:14,5,5,green,1,708,us,0,1.256,123.0,mww,10.0,24.913,-109.623,"Topolobampo, Mexico",, Mexico,2015-09-13,2015,9,13,8
287,"M 6.5 - 177 km SE of Gizo, Solomon Islands",6.5,12-08-2015 18:49,0,5,green,1,650,us,0,2.045,16.0,mww,6.43,-9.3293,157.877,"Gizo, Solomon Islands",, Solomon Islands,2015-12-08,2015,12,8,18
288,"M 6.6 - 186 km WNW of Malango, Solomon Islands",6.6,10-08-2015 04:12,3,5,green,1,671,us,0,1.872,20.0,mww,22.0,-9.3438,158.053,"Malango, Solomon Islands",, Solomon Islands,2015-10-08,2015,10,8,4
289,"M 7.0 - 234 km W of Abepura, Indonesia",7.0,27-07-2015 21:41,9,7,green,1,762,us,0,6.278,12.0,mww,48.0,-2.6286,138.528,"Abepura, Indonesia",,Indonesia,2015-07-27,2015,7,27,21
290,"M 6.9 - Fox Islands, Aleutian Islands, Alaska",6.9,27-07-2015 04:49,4,7,green,1,734,us,0,0.444,39.0,mww,29.0,52.376,-169.446,"Fox Islands, Aleutian Islands, Alaska",," Aleutian Islands, Alaska",2015-07-27,2015,7,27,4
291,"M 7.0 - 80 km WNW of Lata, Solomon Islands",7.0,18-07-2015 02:27,8,6,green,1,759,us,0,5.205,22.0,mww,11.0,-10.4012,165.141,"Lata, Solomon Islands",, Solomon Islands,2015-07-18,2015,7,18,2
292,"M 6.5 - 128 km NE of Bathsheba, Barbados",6.5,16-07-2015 15:16,4,4,green,1,686,us,0,1.218,20.0,mww,20.0,13.8672,-58.5479,"Bathsheba, Barbados",, Barbados,2015-07-16,2015,7,16,15
293,"M 6.7 - 150 km WNW of Malango, Solomon Islands",6.7,10-07-2015 04:12,4,5,green,1,691,us,0,1.529,11.0,mww,12.0,-9.307,158.403,"Malango, Solomon Islands",,Solomon Islands,2015-10-07,2015,10,7,4
294,"M 6.5 - Bonin Islands, Japan region",6.5,23-06-2015 12:18,3,4,green,0,652,us,0,2.277,11.0,mww,460.0,27.7375,139.725,"Bonin Islands, Japan region",, Japan region,2015-06-23,2015,6,23,12
295,"M 7.8 - Bonin Islands, Japan region",7.8,30-05-2015 11:23,6,3,green,1,1151,us,0,1.675,12.0,mww,664.0,27.8386,140.493,"Bonin Islands, Japan region",, Japan region,2015-05-30,2015,5,30,11
296,"M 6.8 - 117 km SSE of Ugashik, Alaska",6.8,29-05-2015 07:00,5,6,green,1,762,ak,0,0.0,0.0,mw,72.6,56.594,-156.43,"Ugashik, Alaska",, Alaska,2015-05-29,2015,5,29,7
297,"M 6.8 - 159 km ESE of Kirakira, Solomon Islands",6.8,22-05-2015 23:59,1,5,green,1,711,us,0,3.619,18.0,mww,10.0,-11.1093,163.215,"Kirakira, Solomon Islands",, Solomon Islands,2015-05-22,2015,5,22,23
298,"M 6.9 - 205 km ESE of Kirakira, Solomon Islands",6.9,22-05-2015 21:45,1,4,green,1,732,us,0,4.024,22.0,mww,11.19,-11.0559,163.696,"Kirakira, Solomon Islands",, Solomon Islands,2015-05-22,2015,5,22,21
299,"M 6.8 - 178 km W of Lata, Solomon Islands",6.8,20-05-2015 22:48,1,4,green,1,711,us,0,4.395,15.0,mww,11.0,-10.8759,164.169,"Lata, Solomon Islands",, Solomon Islands,2015-05-20,2015,5,20,22
300,"M 6.8 - 32 km SE of ?funato, Japan",6.8,12-05-2015 21:12,8,6,green,1,831,us,0,1.422,8.0,mww,35.0,38.9056,142.032,"?funato, Japan",Asia,Japan,2015-12-05,2015,12,5,21
301,M 7.3 - Nepal,7.3,12-05-2015 07:05,8,7,orange,0,1563,us,0,0.677,11.0,mww,15.0,27.8087,86.0655,Nepal,Asia,Nepal,2015-12-05,2015,12,5,7
302,"M 7.1 - 143 km SW of Panguna, Papua New Guinea",7.1,07-05-2015 07:10,1,6,green,1,776,us,0,3.835,11.0,mww,10.0,-7.2175,154.557,"Panguna, Papua New Guinea",, Papua New Guinea,2015-07-05,2015,7,5,7
303,"M 7.5 - 131 km SSW of Kokopo, Papua New Guinea",7.5,05-05-2015 01:44,7,8,green,1,869,us,0,1.295,22.0,mww,55.0,-5.4624,151.875,"Kokopo, Papua New Guinea",,Papua New Guinea,2015-05-05,2015,5,5,1
304,"M 6.8 - 109 km SSW of Kokopo, Papua New Guinea",6.8,01-05-2015 08:06,5,6,green,1,714,us,0,1.074,23.0,mww,44.0,-5.2005,151.777,"Kokopo, Papua New Guinea",,Papua New Guinea,2015-01-05,2015,1,5,8
305,"M 6.7 - 126 km SSW of Kokopo, Papua New Guinea",6.7,30-04-2015 10:45,5,6,green,1,692,us,0,1.239,12.0,mww,31.0,-5.375,151.771,"Kokopo, Papua New Guinea",,Papua New Guinea,2015-04-30,2015,4,30,10
306,"M 6.7 - 21 km SSE of Kod?ri??, Nepal",6.7,26-04-2015 07:09,7,7,yellow,0,1016,us,0,0.727,13.0,mww,22.91,27.7711,86.0173,"Kod?ri??, Nepal",Asia,Nepal,2015-04-26,2015,4,26,7
307,"M 6.6 - 71 km NNE of Bharatpur, Nepal",6.6,25-04-2015 06:45,8,7,yellow,0,733,us,0,1.778,16.0,mww,10.0,28.2244,84.8216,"Bharatpur, Nepal",Asia,Nepal,2015-04-25,2015,4,25,6
308,"M 7.8 - 67 km NNE of Bharatpur, Nepal",7.8,25-04-2015 06:11,8,9,red,0,2820,us,0,1.857,12.0,mww,8.22,28.2305,84.7314,"Bharatpur, Nepal",Asia,Nepal,2015-04-25,2015,4,25,6
309,"M 6.5 - 181 km SSW of Alo, Wallis and Futuna",6.5,17-04-2015 15:52,0,5,green,1,650,us,0,3.702,42.0,mww,10.0,-15.8815,-178.6,"Alo, Wallis and Futuna",, Wallis and Futuna,2015-04-17,2015,4,17,15
310,"M 6.5 - 96 km ENE of Hihifo, Tonga",6.5,30-03-2015 08:48,2,5,green,1,650,us,0,4.629,36.0,mww,11.0,-15.4994,-173.029,"Hihifo, Tonga",, Tonga,2015-03-30,2015,3,30,8
311,"M 7.5 - 53 km SE of Kokopo, Papua New Guinea",7.5,29-03-2015 23:48,6,7,green,1,872,us,0,0.666,19.0,mww,41.0,-4.7294,152.562,"Kokopo, Papua New Guinea",,Papua New Guinea,2015-03-29,2015,3,29,23
312,"M 7.0 - 150 km NNE of Maumere, Indonesia",7.0,27-02-2015 13:45,4,6,green,0,760,us,0,1.362,12.0,mww,552.06,-7.2968,122.535,"Maumere, Indonesia",,Indonesia,2015-02-27,2015,2,27,13
313,"M 6.7 - 83 km ENE of Miyako, Japan",6.7,16-02-2015 23:06,5,5,green,1,714,us,0,1.925,20.0,mww,23.0,39.8558,142.881,"Miyako, Japan",, Japan,2015-02-16,2015,2,16,23
314,"M 6.7 - 103 km W of El Aguilar, Argentina",6.7,11-02-2015 18:57,4,6,green,1,700,us,0,2.11,16.0,mww,223.0,-23.1125,-66.688,"El Aguilar, Argentina",South America,Argentina,2015-11-02,2015,11,2,18
315,"M 6.8 - 81 km NNE of Port-Vila, Vanuatu",6.8,23-01-2015 03:47,1,4,green,1,711,us,0,2.019,13.0,mww,219.96,-17.0309,168.52,"Port-Vila, Vanuatu",,Vanuatu,2015-01-23,2015,1,23,3
316,"M 6.5 - 236 km S of Punta de Burica, Panama",6.5,07-01-2015 05:07,1,4,green,1,650,us,0,4.318,61.0,mww,8.0,5.9045,-82.6576,"Punta de Burica, Panama",, Panama,2015-07-01,2015,7,1,5
317,"M 6.6 - 22 km ESE of Punta de Burica, Panama",6.6,08-12-2014 08:54,7,6,green,1,709,us,0,2.485,43.0,mww,20.0,7.9401,-82.6865,"Punta de Burica, Panama",,Panama,2014-08-12,2014,8,12,8
318,"M 6.6 - 115 km W of Panguna, Papua New Guinea",6.6,07-12-2014 01:22,1,5,green,1,670,us,0,3.246,12.0,mww,23.0,-6.5108,154.46,"Panguna, Papua New Guinea",, Papua New Guinea,2014-07-12,2014,7,12,1
319,"M 6.6 - 106 km WSW of Sangay, Philippines",6.6,02-12-2014 05:11,1,3,green,0,670,us,0,2.6,9.0,mww,614.0,6.1572,123.126,"Sangay, Philippines",,Philippines,2014-02-12,2014,2,12,5
320,"M 6.8 - 157 km NW of Ternate, Indonesia",6.8,26-11-2014 14:33,6,5,green,1,713,us,0,1.421,19.0,mww,39.0,1.9604,126.575,"Ternate, Indonesia",,Indonesia,2014-11-26,2014,11,26,14
321,"M 6.5 - 123 km WNW of Tobelo, Indonesia",6.5,21-11-2014 10:10,5,5,green,1,652,us,0,1.549,9.0,mww,35.0,2.2999,127.056,"Tobelo, Indonesia",,Indonesia,2014-11-21,2014,11,21,10
322,"M 6.7 - 183 km NE of Gisborne, New Zealand",6.7,16-11-2014 22:33,7,4,green,1,698,us,0,1.079,25.0,mww,22.0,-37.6478,179.662,"Gisborne, New Zealand",, New Zealand,2014-11-16,2014,11,16,22
323,"M 7.1 - 155 km NW of Ternate, Indonesia",7.1,15-11-2014 02:31,4,6,green,1,779,us,0,1.397,18.0,mww,45.0,1.8929,126.522,"Ternate, Indonesia",,Indonesia,2014-11-15,2014,11,15,2
324,"M 6.6 - 76 km NE of Finschhafen, Papua New Guinea",6.6,07-11-2014 03:33,2,6,green,1,671,us,0,3.557,13.0,mww,53.19,-5.9873,148.232,"Finschhafen, Papua New Guinea",,Papua New Guinea,2014-07-11,2014,7,11,3
325,M 7.1 - Fiji region,7.1,01-11-2014 18:57,3,6,green,1,776,us,0,4.415,13.0,mww,434.0,-19.6903,-177.759,Fiji region,,,2014-01-11,2014,1,11,18
326,"M 7.3 - 74 km S of Intipucá, El Salvador",7.3,14-10-2014 03:51,8,6,yellow,1,982,us,0,1.078,18.0,mww,40.0,12.5262,-88.1225,"Intipucá, El Salvador",, El Salvador,2014-10-14,2014,10,14,3
327,"M 6.7 - 43 km NW of Piti Village, Guam",6.7,17-09-2014 06:14,5,5,green,1,724,us,0,0.46,11.0,mww,130.0,13.7641,144.429,"Piti Village, Guam",, Guam,2014-09-17,2014,9,17,6
328,"M 6.8 - 38 km NW of Aniso, Peru",6.8,24-08-2014 23:21,6,6,green,1,741,us,0,4.107,18.0,mww,101.0,-14.598,-73.5714,"Aniso, Peru",South America,Peru,2014-08-24,2014,8,24,23
329,M 6.9 - Federated States of Micronesia region,6.9,03-08-2014 00:22,0,4,green,1,732,us,0,6.393,12.0,mww,13.0,0.8295,146.169,Micronesia region,,,2014-03-08,2014,3,8,0
330,M 6.9 - Fiji region,6.9,21-07-2014 14:54,0,6,green,1,732,us,0,3.934,15.0,mww,615.42,-19.8015,-178.4,Fiji region,,Fiji,2014-07-21,2014,7,21,14
331,"M 6.5 - 139 km ESE of Namie, Japan",6.5,11-07-2014 19:22,5,4,green,1,706,us,0,2.421,9.0,mww,20.0,37.0052,142.452,"Namie, Japan",, Japan,2014-11-07,2014,11,7,19
332,"M 6.9 - 4 km W of Puerto Madero, Mexico",6.9,07-07-2014 11:23,8,7,orange,1,1079,us,0,0.263,51.0,mww,53.0,14.724,-92.4614,"Puerto Madero, Mexico",,Mexico,2014-07-07,2014,7,7,11
333,"M 6.5 - 217 km SSE of Kokopo, Papua New Guinea",6.5,04-07-2014 15:00,0,4,green,1,650,us,0,2.124,15.0,mww,20.0,-6.2304,152.807,"Kokopo, Papua New Guinea",, Papua New Guinea,2014-04-07,2014,4,7,15
334,"M 6.7 - 201 km SSE of Mata-Utu, Wallis and Futuna",6.7,29-06-2014 17:15,0,5,green,1,691,us,0,6.713,45.0,mww,18.0,-14.9831,-175.51,"Mata-Utu, Wallis and Futuna",, Wallis and Futuna,2014-06-29,2014,6,29,17
335,M 6.9 - South Sandwich Islands region,6.9,29-06-2014 07:52,0,5,green,1,732,us,0,4.838,25.0,mww,8.0,-55.4703,-28.3669,South Sandwich Islands region,,,2014-06-29,2014,6,29,7
336,"M 7.9 - Rat Islands, Aleutian Islands, Alaska",7.9,23-06-2014 20:53,6,8,green,1,963,us,0,0.133,22.0,mww,109.0,51.8486,178.735,"Rat Islands, Aleutian Islands, Alaska",North America,United States of America,2014-06-23,2014,6,23,20
337,"M 6.7 - Kermadec Islands, New Zealand",6.7,23-06-2014 20:06,0,5,green,0,691,us,0,0.748,43.0,mwc,26.59,-29.9414,-177.607,"Kermadec Islands, New Zealand",, New Zealand,2014-06-23,2014,6,23,20
338,"M 6.5 - Kermadec Islands, New Zealand",6.5,23-06-2014 19:21,0,5,green,0,650,us,0,0.778,30.0,mwc,10.0,-29.9379,-177.516,"Kermadec Islands, New Zealand",, New Zealand,2014-06-23,2014,6,23,19
339,"M 6.9 - Kermadec Islands, New Zealand",6.9,23-06-2014 19:19,0,5,green,1,732,us,0,0.751,35.0,mww,20.0,-29.9772,-177.725,"Kermadec Islands, New Zealand",, New Zealand,2014-06-23,2014,6,23,19
340,"M 6.9 - 21 km SSW of Kamariótissa, Greece",6.9,24-05-2014 09:25,9,7,green,0,951,us,0,0.402,25.0,mww,6.43,40.2893,25.3889,"Kamariótissa, Greece",Europe,Greece,2014-05-24,2014,5,24,9
341,"M 6.5 - 110 km SE of Punta de Burica, Panama",6.5,13-05-2014 06:35,7,5,green,1,694,us,0,3.121,33.0,mww,10.0,7.2096,-82.3045,"Punta de Burica, Panama",, Panama,2014-05-13,2014,5,13,6
342,"M 6.6 - 239 km SSE of Isangel, Vanuatu",6.6,01-05-2014 06:36,0,5,green,1,670,us,0,3.34,10.0,mww,106.0,-21.4542,170.355,"Isangel, Vanuatu",, Vanuatu,2014-01-05,2014,1,5,6
343,"M 6.5 - 107 km WSW of Vernon, Canada",6.5,24-04-2014 03:10,4,6,green,1,838,us,0,0.0,0.0,mww,10.0,49.6388,-127.732,"Vernon, Canada",, Canada,2014-04-24,2014,4,24,3
344,"M 7.5 - 70 km SW of Panguna, Papua New Guinea",7.5,19-04-2014 13:28,0,6,green,1,865,us,0,3.82,16.0,mww,43.37,-6.7547,155.024,"Panguna, Papua New Guinea",, Papua New Guinea,2014-04-19,2014,4,19,13
345,"M 6.6 - 57 km SW of Panguna, Papua New Guinea",6.6,19-04-2014 01:04,0,6,green,1,670,us,0,3.803,11.0,mww,29.0,-6.6558,155.087,"Panguna, Papua New Guinea",,Papua New Guinea,2014-04-19,2014,4,19,1
346,"M 7.2 - 9 km ENE of Coyuquilla Norte, Mexico",7.2,18-04-2014 14:27,8,7,yellow,1,1017,us,0,2.25,46.0,mww,24.0,17.397,-100.972,"Coyuquilla Norte, Mexico",North America,Mexico,2014-04-18,2014,4,18,14
347,"M 6.6 - 75 km S of Kirakira, Solomon Islands",6.6,13-04-2014 13:24,0,6,green,0,670,us,0,2.666,22.0,mww,10.0,-11.1284,162.052,"Kirakira, Solomon Islands",, Solomon Islands,2014-04-13,2014,4,13,13
348,"M 7.4 - 112 km S of Kirakira, Solomon Islands",7.4,13-04-2014 12:36,0,6,green,1,842,us,0,2.885,17.0,mww,39.0,-11.4633,162.051,"Kirakira, Solomon Islands",, Solomon Islands,2014-04-13,2014,4,13,12
349,"M 7.6 - 93 km SSE of Kirakira, Solomon Islands",7.6,12-04-2014 20:14,0,7,green,1,889,us,0,2.828,13.0,mww,22.56,-11.2701,162.148,"Kirakira, Solomon Islands",, Solomon Islands,2014-12-04,2014,12,4,20
350,"M 6.6 - 15 km N of Belén, Nicaragua",6.6,11-04-2014 20:29,6,5,green,1,677,us,0,0.761,20.0,mww,135.0,11.642,-85.8779,"Belén, Nicaragua",,Nicaragua,2014-11-04,2014,11,4,20
